sij2019	postal_code	share
1183	780	0.0910764688277051
1183	1520	0.00242831522453981
1184	680	0.897919420375266
1184	720	0.0535440099043182
1184	780	0.0485365697204157
1185	640	0.269251387271551
1185	680	0.692502838942356
1185	720	0.0382457737860936
1191	650	0.00389605545410655
1191	710	0.155836627830463
1191	720	0.840267316715431
1192	640	0.00366820878434389
1192	650	0.0123773361715192
1192	720	0.983954455044137
1193	700	0.0120238626171564
1193	720	0.885573687576235
1193	780	0.102402449806608
1201	790	0.766297698959842
1201	800	0.0573954375914279
1201	920	0.17630686344873
1202	700	0.00212925699487224
1202	710	0.0281109514773694
1202	790	0.969759791527758
1203	560	0.0161673780084271
1203	710	0.390430713932314
1203	790	0.593401908059259
1204	700	0.0194013822221517
1204	790	0.980598617777848
1205	700	0.0294620825464452
1205	790	0.970537917453555
1206	790	0.999790541020787
1206	920	0.000209458979213407
1211	560	0.0437454165708792
1211	650	0.035976240926496
1211	710	0.920278342502625
1212	650	0.00106595243695734
1212	710	0.994797646721503
1212	720	0.00413640084154015
1213	710	1
1214	700	0.0376015449261771
1214	710	0.962398455073823
1215	700	0.00937166021582929
1215	710	0.990628339784171
1221	700	0.56617075505346
1221	710	0.14248462677781
1221	720	0.291344618168731
1222	700	0.798026704500314
1222	720	0.00896021935070615
1222	780	0.19301307614898
1223	700	1
1224	700	1
1225	700	0.995490187793593
1225	730	0.00450981220640742
1226	700	1
1227	700	0.992511594378287
1227	710	0.00748840562171282
1228	700	0.98567882732141
1228	710	0.0127387532205784
1228	790	0.00158241945801176
1241	700	0.965518096178521
1241	770	0.0344819038214794
1242	700	0.292785995347873
1242	730	0.518538011569335
1242	770	0.188675993082793
1243	700	0.0720085084392941
1243	730	0.927238154658785
1243	770	0.00075333690192094
1244	700	1
1245	700	1
1246	700	1
1247	700	0.493085319166477
1247	770	0.506914680833523
1248	700	1
1261	700	0.370676752218734
1261	730	0.629323247781266
1262	730	1
1263	700	0.0245300490603293
1263	730	0.975469950939671
1271	690	0.00536155823409319
1271	740	0.00652494526790929
1271	780	0.988113496497998
1272	700	0.000595774549732497
1272	780	0.999404225450268
1273	740	0.0422197669575751
1273	780	0.957780233042425
1274	700	0.00509489693347852
1274	730	0.544337417523375
1274	740	0.0160247149683654
1274	780	0.434542970574781
1275	700	0.559938429287102
1275	730	0.0954359707038658
1275	780	0.344625600009032
1281	730	0.275611486997473
1281	740	0.724388513002527
1282	740	0.965986403445437
1282	780	0.000281743675850898
1282	1510	0.0337318528787124
1283	740	0.998557129379948
1283	780	0.00144287062005239
1284	740	0.780031809165022
1284	1510	0.219968190834978
1285	740	1
1286	730	0.0128356253770748
1286	740	0.684128862579867
1286	750	0.303035512043058
1287	730	0.48742958939505
1287	740	0.51257041060495
1291	730	0.950554223834713
1291	750	0.0494457761652873
1292	730	0.137693739047053
1292	750	0.862306260952946
1293	750	1
1294	740	0.0331836944255244
1294	750	0.838284823824214
1294	1300	0.128531481750261
1301	730	0.333811226938969
1301	750	0.537302837212689
1301	760	0.128858866454288
1301	1300	0.0000270693940543213
1302	730	0.0010369623468391
1302	750	0.0034289053309774
1302	760	0.995534132322183
1303	760	0.990376718950301
1303	770	0.0096232810496988
1304	760	0.990591946779467
1304	770	0.00940805322053261
1311	760	0.000511972425429031
1311	770	0.999488027574571
1312	770	1
1313	700	0.000758933875282635
1313	730	0.0568500994904883
1313	760	0.0346990192794596
1313	770	0.907691947354769
1314	730	0.0128520830585563
1314	760	0.204056221408123
1314	770	0.783091695533321
1321	770	0.957580570625172
1321	940	0.0125950549948058
1321	1280	0.029824374380022
1322	760	0.117721052460445
1322	770	0.645956685885285
1322	1230	0.236322261654269
1331	160	0.0470718342897497
1331	540	0.0103131473955079
1331	570	0.852728439354119
1331	590	0.0898865789606231
1332	540	0.00631332601338852
1332	570	0.988178188984087
1332	590	0.00550848500252455
1333	570	0.981471221833711
1333	590	0.0108547232062374
1333	810	0.00357786763088579
1333	840	0.00409618732916582
1334	570	0.976112370456111
1334	580	0.0238876295438892
1335	570	1
1336	570	0.959991294106525
1336	580	0.0124230113164593
1336	810	0.0275856945770162
1337	570	0.0126415564251073
1337	810	0.987358443574893
1340	590	0.0044303957983302
1340	850	0.125511478279514
1340	860	0.853223464077914
1340	870	0.0168346618442419
1351	590	1
1352	590	0.99932152584586
1352	870	0.000678474154140147
1353	590	0.856692858512102
1353	870	0.143307141487898
1354	590	0.983750130633818
1354	870	0.0162498693661816
1355	590	0.896961213371375
1355	840	0.00000815240533334475
1355	870	0.103030634223292
1356	570	0.0274761745872763
1356	590	0.972523825412724
1357	570	0.00968333710817211
1357	590	0.990316662891828
1358	570	0.0285581408957434
1358	590	0.286742692640614
1358	810	0.114907504632538
1358	840	0.569791661831104
1371	590	0.00462860225845167
1371	870	0.995371397741548
1372	840	0.0529909463234984
1372	850	0.0218812320715082
1372	870	0.925127821604993
1373	840	0.0126127555682955
1373	850	0.921686142983561
1373	860	0.00180574430840416
1373	870	0.0638953571397394
1374	840	0.0555692935154668
1374	850	0.944430706484533
1375	850	0.95457207096831
1375	860	0.0181959091614781
1375	980	0.0272320198702117
1381	810	0.00854100571322985
1381	820	0.000277219179910153
1381	830	0.98911823930858
1381	840	0.00206353579828
1382	810	0.940112401115843
1382	880	0.0598875988841569
1383	810	0.0134494163227098
1383	820	0.776714716392773
1383	830	0.124857292318936
1383	880	0.0114853627771276
1383	930	0.0734932121884541
1384	810	0.0198647741147254
1384	820	0.734216500928028
1384	880	0.245918724957246
1391	810	0.896676591169166
1391	830	0.0442578728572456
1391	840	0.0492988618222931
1391	880	0.00976667415129555
1392	810	0.309552762615968
1392	880	0.690447237384032
1393	810	0.0694646895849351
1393	880	0.930535310415065
1394	570	0.0907033423376211
1394	810	0.904104935257594
1394	840	0.000174800613824606
1394	880	0.00501692179096002
1401	570	0.0059687542785284
1401	800	0.0223340217906766
1401	810	0.971697223930795
1402	790	0.007218509599225
1402	800	0.861633313016354
1402	810	0.131148177384421
1403	800	0.91074871515613
1403	810	0.0284922126897102
1403	880	0.0607590721541594
1404	800	0.892407628983743
1404	880	0.107592371016257
1405	800	0.00862440164119763
1405	820	0.0223347956206925
1405	880	0.721699946829349
1405	900	0.0828872633124221
1405	920	0.164453592596339
1411	830	0.0147531351175416
1411	910	0.000145299771904487
1411	930	0.904451497109064
1411	980	0.0806500680014897
1412	900	0.0065143790236745
1412	910	0.92024736748798
1412	930	0.0273298562373852
1412	950	0.000320209499549437
1412	980	0.0455881877514111
1421	820	0.101703618789099
1421	910	0.000382012733831661
1421	930	0.89791436847707
1422	820	0.0027608305235913
1422	900	0.930782831845981
1422	930	0.066456337630428
1423	900	0.241285344920167
1423	910	0.00996469198474788
1423	930	0.748749963095085
1424	900	0.841750720420085
1424	910	0.0152616136592013
1424	920	0.000166548911306474
1424	930	0.00615401579522024
1424	950	0.136667101214187
1431	800	0.0322572218311357
1431	900	0.298957292509026
1431	920	0.668132701613241
1431	950	0.000652784046597674
1432	920	1
1433	800	0.854341858590498
1433	880	0.0348227459659502
1433	920	0.110835395443552
1434	920	0.99207312971445
1434	940	0.00792687028554985
1435	920	0.956853280583136
1435	940	0.00486706500333438
1435	950	0.0382796544135295
1436	790	0.0250243078402634
1436	800	0.000149142643750519
1436	920	0.974826549515986
1441	700	0.165581090181865
1441	770	0.0556991001869045
1441	790	0.0526109361702558
1441	920	0.00102462917602595
1441	940	0.725084244284949
1442	920	0.0277541979928861
1442	940	0.972245802007114
1443	940	1
1444	770	0.000414625887130238
1444	940	0.99958537411287
1445	920	0.125395959237548
1445	940	0.874604040762452
1451	920	0.351546017101705
1451	940	0.373233613849894
1451	950	0.274123129284074
1451	970	0.00109723976432637
1452	940	1
1453	940	1
1454	940	1
1455	940	1
1461	910	0.220743869534299
1461	950	0.698489205952293
1461	960	0.0000442661558280069
1461	980	0.0807226583575796
1462	910	0.852421529308736
1462	950	0.147578470691264
1463	900	0.0261924518608847
1463	910	0.0000859222804810828
1463	950	0.973721625858634
1464	950	1
1465	950	0.991055438167035
1465	960	0.00781288771875771
1465	980	0.00113167411420726
1471	950	0.271466508063325
1471	960	0.0887560150172102
1471	970	0.639777476919464
1472	950	0.00374961670981655
1472	970	0.996250383290183
1473	950	0.939598176260017
1473	970	0.0604018237399825
1474	940	0.259106464834792
1474	950	0.103109419936762
1474	970	0.637784115228446
1475	940	0.445276983388135
1475	970	0.554723016611865
1476	940	0.99992941611256
1476	970	0.0000705838874402669
1477	940	0.993881148265849
1477	1280	0.00611885173415063
1478	970	1
1491	890	0.0886513701496058
1491	960	0.410797163619575
1491	970	0.498973837677033
1491	980	0.00157762855378619
1492	980	0.955919905101657
1492	990	0.0440800948983426
1493	980	0.368501877956856
1493	990	0.631498122043144
1494	960	0.0947252695003986
1494	980	0.714162710710847
1494	990	0.191112019788754
1495	980	0.997528401972434
1495	990	0.00247159802756571
1496	960	0.75437729181673
1496	980	0.24562270818327
1497	960	0.741846494786867
1497	980	0.258153505213133
1498	950	0.0230447335622546
1498	960	0.969673921176633
1498	970	0.00728134526111271
1499	960	0.69794337565733
1499	980	0.30205662434267
1511	830	0.000261684317510226
1511	850	0.000117904852260713
1511	980	0.999620410830229
1512	980	0.988566614449188
1512	990	0.0114333855508122
1513	980	0.998243120782141
1513	990	0.00175687921785866
1514	980	0.015344097691585
1514	990	0.984655902308415
1515	990	1
1516	980	0.147306417790113
1516	990	0.852693582209887
1520	890	0.164262630238015
1520	960	0.0500212473701465
1520	970	0.000907765785924264
1520	980	0.774329949840134
1520	990	0.0104784067657798
1531	140	0.202882791411332
1531	190	0.539026041589794
1531	590	0.00171659100554521
1531	860	0.256374575993329
1532	140	0.344919800126905
1532	150	0.00830126447638779
1532	190	0.00152840025297906
1532	200	0.00163342295664952
1532	210	0.0386849218666702
1532	590	0.000331775611882193
1532	850	0.0350854446936715
1532	860	0.484745559017603
1532	980	0.0198540015221268
1532	990	0.00445998049392212
1532	1120	0.0198837214320074
1532	2160	0.000494027626810755
1532	2230	0.004374697468176
1532	2380	0.035702982454208
1541	590	0.000000202793309589507
1541	870	0.99999979720669
1542	590	0.000898473584497448
1542	840	0.0261504100139761
1542	870	0.972951116401526
1543	840	0.9996004535935
1543	870	0.000399546406499946
1544	840	0.942756754319784
1544	850	0.057243245680216
1545	590	0.00499250167668316
1545	840	0.994864463662805
1545	870	0.00014303466051184
1546	830	0.00432336836483772
1546	840	0.995616549776069
1546	850	0.0000600818590939106
1547	830	0.0121418461831926
1547	840	0.987858153816807
1548	840	1
1561	830	0.0320842804970018
1561	980	0.967915719502998
1562	910	0.000701418254158618
1562	930	0.00637607694698473
1562	980	0.992922504798857
1563	910	0.00644273496945636
1563	980	0.993557265030544
1564	980	1
1565	960	0.042082432826322
1565	980	0.957917567173678
1570	830	0.496319195385191
1570	840	0.0295460924552263
1570	850	0.266557008944827
1570	930	0.00951619878040438
1570	980	0.198061504434352
1581	890	0.986798782432662
1581	970	0.000325114918153094
1581	1200	0.0128761026491846
1582	890	0.954542274428419
1582	1120	0.0454577255715809
1591	890	0.997049031745126
1591	1200	0.00295096825487425
1592	890	0.932131814806539
1592	1120	0.0466185232334416
1592	1150	0.0212496619600195
1593	890	0.969930168384348
1593	1120	0.030069831615652
1601	890	0.718564627824532
1601	1200	0.281435372175467
1602	890	0.993380170565362
1602	1200	0.00661982943463798
1603	890	0.924508520551895
1603	1120	0.000000138818570290412
1603	1150	0.0754913406295346
2001	2700	0.00312146837656671
2001	2710	0.000217236091489674
2001	2740	0.0151557173931775
2001	2940	0.981505578138766
2002	2710	0.0126765565849298
2002	2720	0.101546477162762
2002	2940	0.885776966252308
2011	2710	0.100842258309363
2011	2720	0.814840844664554
2011	2940	0.0843168970260824
2012	2720	0.612444565581939
2012	2730	0.383844702638551
2012	2920	0.00371073177950993
2021	1630	0.0121490882195449
2021	2730	0.987850911780455
2022	2620	0.937943662612249
2022	2730	0.0620563373877513
2031	2620	0.00612311570622273
2031	2710	0.262051859289355
2031	2720	0.502400535044963
2031	2730	0.229424489959459
2032	2620	0.875819459686526
2032	2710	0.123705042515726
2032	2730	0.000475497797747829
2041	2610	0.0489884281303322
2041	2620	0.0946560414445443
2041	2710	0.852863195225955
2041	2720	0.0034923351991687
2042	2700	0.00853629975807794
2042	2710	0.940917951101231
2042	2940	0.0505457491406906
2043	2610	0.0102316561343163
2043	2700	0.0254265639647688
2043	2710	0.964341779900915
2051	2610	0.985635518898104
2051	2710	0.0143644811018959
2052	2610	0.993595219962168
2052	2630	0.00640478003783182
2061	2610	0.942783248114563
2061	2620	0.0572167518854371
2062	2600	0.00502788656851832
2062	2610	0.97073879320279
2062	2620	0.00115488080562152
2062	2650	0.0230784394230701
2071	1640	0.00997577789858822
2071	2610	0.0861404731501503
2071	2620	0.765040092740485
2071	2650	0.0144106670271562
2071	2660	0.12443298918362
2072	2620	1
2081	2600	0.0449274319080734
2081	2610	0.0130824773784839
2081	2650	0.933358463558063
2081	2660	0.00863162715537972
2082	2650	0.81022692908676
2082	2660	0.18977307091324
2083	2600	0.028310610944998
2083	2650	0.971689389055002
2090	2650	0.0262484143228004
2090	2660	0.9737515856772
2100	1640	0.0849422580464852
2100	2660	0.839347096828827
2100	2680	0.0757106451246877
2110	390	0.113912975068132
2110	1640	0.0688205101541982
2110	2650	0.00821233168816837
2110	2660	0.0132491453449822
2110	2680	0.795805037744519
2120	390	0.0232369390374875
2120	2650	0.359389693810657
2120	2660	0.615180182955718
2120	2680	0.00219318419613752
2131	370	0.354189724941046
2131	390	0.00341989001467047
2131	2600	0.00745643743931677
2131	2650	0.634933947604966
2132	2600	0.0348652446193847
2132	2650	0.965134755380615
2141	350	0.00783930221577682
2141	370	0.512929723864046
2141	2600	0.479060570739068
2141	2650	0.000170403181109033
2142	2600	1
2143	2600	1
2151	2600	1
2152	2140	0.0970916233776122
2152	2600	0.902908376622388
2153	2600	1
2161	2600	0.0490631241119206
2161	2610	0.259812300359072
2161	2630	0.691124575529007
2162	2140	0.197645422167001
2162	2600	0.799948171320803
2162	2610	0.0024064065121967
2163	2140	0.00604567502594102
2163	2600	0.336360393796563
2163	2610	0.657593931177496
2171	2600	0.00527340247990406
2171	2630	0.994726597520096
2172	2610	0.0276642086781078
2172	2630	0.972335791321892
2181	2700	0.0094293456665073
2181	2750	0.990570654333493
2182	2180	0.00523243749012805
2182	2610	0.0193941489201117
